week,factory,warehouse,product,amount
W27,Склад10||Склад10_п,Склад10||Склад10_о,Б5,6371.0
W28,Склад10||Склад10_п,Склад10||Склад10_о,Б5,7633.0
W29,Склад10||Склад10_п,Склад10||Склад10_о,Б5,6591.0
W30,Склад10||Склад10_п,Склад10||Склад10_о,Б5,4783.0
W31,Склад10||Склад10_п,Склад10||Склад10_о,Б5,7152.0
W32,Склад10||Склад10_п,Склад10||Склад10_о,Б5,7035.0
W33,Склад10||Склад10_п,Склад10||Склад10_о,Б5,6987.0
W34,Склад10||Склад10_п,Склад10||Склад10_о,Б5,4488.0
W35,Склад10||Склад10_п,Склад10||Склад10_о,Б5,6353.0
W36,Склад10||Склад10_п,Склад10||Склад10_о,Б5,6785.0
W37,Склад10||Склад10_п,Склад10||Склад10_о,Б5,8833.0
W38,Склад10||Склад10_п,Склад10||Склад10_о,Б5,7258.0
W39,Склад10||Склад10_п,Склад10||Склад10_о,Б5,8056.0
W40,Склад10||Склад10_п,Склад10||Склад10_о,Б5,6886.0
W41,Склад10||Склад10_п,Склад10||Склад10_о,Б5,6022.0
W42,Склад10||Склад10_п,Склад10||Склад10_о,Б5,6591.0
W43,Склад10||Склад10_п,Склад10||Склад10_о,Б5,5959.0
W44,Склад10||Склад10_п,Склад10||Склад10_о,Б5,8397.0
W45,Склад10||Склад10_п,Склад10||Склад10_о,Б5,7216.0
W46,Склад10||Склад10_п,Склад10||Склад10_о,Б5,3643.0
W47,Склад10||Склад10_п,Склад10||Склад10_о,Б5,4371.0
W48,Склад10||Склад10_п,Склад10||Склад10_о,Б5,5133.0
W49,Склад10||Склад10_п,Склад10||Склад10_о,Б5,6336.0
W50,Склад10||Склад10_п,Склад10||Склад10_о,Б5,6612.0
W51,Склад10||Склад10_п,Склад10||Склад10_о,Б5,4791.0
W52,Склад10||Склад10_п,Склад10||Склад10_о,Б5,2741.0
W53,Склад10||Склад10_п,Склад10||Склад10_о,Б5,14.0
W27,Склад10||Склад10_п,Склад10||Склад10_о,Б6,875.0
W28,Склад10||Склад10_п,Склад10||Склад10_о,Б6,729.0
W32,Склад10||Склад10_п,Склад10||Склад10_о,Б6,35.0
W8,Склад10||Склад10_п,Склад10||Склад10_о,Б7,1115.0
W9,Склад10||Склад10_п,Склад10||Склад10_о,Б7,940.0
W17,Склад10||Склад10_п,Склад10||Склад10_о,Б7,1447.0
W26,Склад10||Склад10_п,Склад10||Склад10_о,Б7,754.0
W30,Склад10||Склад10_п,Склад10||Склад10_о,Б7,491.0
W33,Склад10||Склад10_п,Склад10||Склад10_о,Б7,855.0
W34,Склад10||Склад10_п,Склад10||Склад10_о,Б7,906.0
W37,Склад10||Склад10_п,Склад10||Склад10_о,Б7,486.0
W38,Склад10||Склад10_п,Склад10||Склад10_о,Б7,351.0
W43,Склад10||Склад10_п,Склад10||Склад10_о,Б7,1074.0
W47,Склад10||Склад10_п,Склад10||Склад10_о,Б7,513.0
W49,Склад10||Склад10_п,Склад10||Склад10_о,Б7,951.0
W14,Склад10||Склад10_п,Склад10||Склад10_о,К2,168.0
W19,Склад10||Склад10_п,Склад10||Склад10_о,К2,121.0
W29,Склад10||Склад10_п,Склад10||Склад10_о,К2,440.0
W30,Склад10||Склад10_п,Склад10||Склад10_о,К2,307.0
W31,Склад10||Склад10_п,Склад10||Склад10_о,К2,466.0
W32,Склад10||Склад10_п,Склад10||Склад10_о,К2,188.0
W33,Склад10||Склад10_п,Склад10||Склад10_о,К2,316.0
W34,Склад10||Склад10_п,Склад10||Склад10_о,К2,360.0
W35,Склад10||Склад10_п,Склад10||Склад10_о,К2,556.0
W39,Склад10||Склад10_п,Склад10||Склад10_о,К2,191.0
W41,Склад10||Склад10_п,Склад10||Склад10_о,К2,371.0
W42,Склад10||Склад10_п,Склад10||Склад10_о,К2,501.0
W43,Склад10||Склад10_п,Склад10||Склад10_о,К2,551.0
W45,Склад10||Склад10_п,Склад10||Склад10_о,К2,197.0
W46,Склад10||Склад10_п,Склад10||Склад10_о,К2,558.0
W47,Склад10||Склад10_п,Склад10||Склад10_о,К2,175.0
W42,Склад10||Склад10_п,Склад11||Склад11_о,Б2,222.0
W36,Склад10||Склад10_п,Склад11||Склад11_о,Б5,571.0
W38,Склад10||Склад10_п,Склад11||Склад11_о,Б5,825.0
W48,Склад10||Склад10_п,Склад11||Склад11_о,Б5,63.0
W36,Склад10||Склад10_п,Склад11||Склад11_о,К2,265.0
W3,Склад10||Склад10_п,Склад12||Склад12_о,Б5,701.0
W4,Склад10||Склад10_п,Склад12||Склад12_о,Б5,340.0
W3,Склад10||Склад10_п,Склад12||Склад12_о,Б7,89.0
W4,Склад10||Склад10_п,Склад12||Склад12_о,К2,352.0
W49,Склад11||Склад11_п,Склад2||Склад2_о,Б5,441.0
W51,Склад11||Склад11_п,Склад2||Склад2_о,Б5,830.0
W12,Склад11||Склад11_п,Склад3||Склад3_о,Б5,298.0
W14,Склад11||Склад11_п,Склад3||Склад3_о,Б5,460.0
W16,Склад11||Склад11_п,Склад3||Склад3_о,Б5,79.0
W17,Склад11||Склад11_п,Склад3||Склад3_о,Б5,269.0
W20,Склад11||Склад11_п,Склад3||Склад3_о,Б5,204.0
W22,Склад11||Склад11_п,Склад3||Склад3_о,Б5,212.0
W23,Склад11||Склад11_п,Склад3||Склад3_о,Б5,420.0
W31,Склад11||Склад11_п,Склад3||Склад3_о,Б5,223.0
W33,Склад11||Склад11_п,Склад3||Склад3_о,Б5,362.0
W41,Склад11||Склад11_п,Склад3||Склад3_о,Б5,857.0
W45,Склад11||Склад11_п,Склад3||Склад3_о,Б5,163.0
W13,Склад11||Склад11_п,Склад4||Склад4_о,Б5,827.0
W15,Склад11||Склад11_п,Склад4||Склад4_о,Б5,762.0
W16,Склад11||Склад11_п,Склад4||Склад4_о,Б5,956.0
W17,Склад11||Склад11_п,Склад4||Склад4_о,Б5,90.0
W21,Склад11||Склад11_п,Склад4||Склад4_о,Б5,1371.0
W22,Склад11||Склад11_п,Склад4||Склад4_о,Б5,94.0
W23,Склад11||Склад11_п,Склад4||Склад4_о,Б5,153.0
W26,Склад11||Склад11_п,Склад4||Склад4_о,Б5,142.0
W31,Склад11||Склад11_п,Склад4||Склад4_о,Б5,676.0
W33,Склад11||Склад11_п,Склад4||Склад4_о,Б5,41.0
W45,Склад11||Склад11_п,Склад4||Склад4_о,Б5,106.0
W14,Склад11||Склад11_п,Склад5||Склад5_о,Б5,209.0
W17,Склад11||Склад11_п,Склад5||Склад5_о,Б5,728.0
W22,Склад11||Склад11_п,Склад5||Склад5_о,Б5,156.0
W31,Склад11||Склад11_п,Склад5||Склад5_о,Б5,97.0
W32,Склад11||Склад11_п,Склад5||Склад5_о,Б5,613.0
W47,Склад11||Склад11_п,Склад8||Склад8_о,Б5,338.0
W48,Склад11||Склад11_п,Склад8||Склад8_о,Б5,1664.0
W49,Склад11||Склад11_п,Склад8||Склад8_о,Б5,1048.0
W50,Склад11||Склад11_п,Склад8||Склад8_о,Б5,1163.0
W51,Склад11||Склад11_п,Склад8||Склад8_о,Б5,1909.0
W52,Склад11||Склад11_п,Склад8||Склад8_о,Б5,1980.0
W53,Склад11||Склад11_п,Склад8||Склад8_о,Б5,20.0
W13,Склад11||Склад11_п,Склад11||Склад11_о,Б5,78.0
W14,Склад11||Склад11_п,Склад11||Склад11_о,Б5,397.0
W15,Склад11||Склад11_п,Склад11||Склад11_о,Б5,623.0
W16,Склад11||Склад11_п,Склад11||Склад11_о,Б5,156.0
W17,Склад11||Склад11_п,Склад11||Склад11_о,Б5,704.0
W18,Склад11||Склад11_п,Склад11||Склад11_о,Б5,616.0
W19,Склад11||Склад11_п,Склад11||Склад11_о,Б5,1345.0
W20,Склад11||Склад11_п,Склад11||Склад11_о,Б5,2019.0
W21,Склад11||Склад11_п,Склад11||Склад11_о,Б5,1646.0
W22,Склад11||Склад11_п,Склад11||Склад11_о,Б5,2479.0
W23,Склад11||Склад11_п,Склад11||Склад11_о,Б5,2500.0
W24,Склад11||Склад11_п,Склад11||Склад11_о,Б5,2334.0
W25,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3241.0
W26,Склад11||Склад11_п,Склад11||Склад11_о,Б5,2995.0
W27,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3853.0
W28,Склад11||Склад11_п,Склад11||Склад11_о,Б5,2830.0
W29,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3446.0
W30,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3183.0
W31,Склад11||Склад11_п,Склад11||Склад11_о,Б5,2959.0
W32,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3059.0
W33,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3159.0
W34,Склад11||Склад11_п,Склад11||Склад11_о,Б5,4029.0
W35,Склад11||Склад11_п,Склад11||Склад11_о,Б5,4401.0
W36,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3357.0
W37,Склад11||Склад11_п,Склад11||Склад11_о,Б5,4400.0
W38,Склад11||Склад11_п,Склад11||Склад11_о,Б5,4256.0
W39,Склад11||Склад11_п,Склад11||Склад11_о,Б5,4466.0
W40,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3576.0
W41,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3775.0
W42,Склад11||Склад11_п,Склад11||Склад11_о,Б5,4978.0
W43,Склад11||Склад11_п,Склад11||Склад11_о,Б5,5010.0
W44,Склад11||Склад11_п,Склад11||Склад11_о,Б5,5150.0
W45,Склад11||Склад11_п,Склад11||Склад11_о,Б5,5103.0
W46,Склад11||Склад11_п,Склад11||Склад11_о,Б5,5200.0
W47,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3936.0
W48,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3714.0
W49,Склад11||Склад11_п,Склад11||Склад11_о,Б5,2804.0
W50,Склад11||Склад11_п,Склад11||Склад11_о,Б5,3000.0
W51,Склад11||Склад11_п,Склад11||Склад11_о,Б5,1561.0
W52,Склад11||Склад11_п,Склад11||Склад11_о,Б5,2465.0
W53,Склад11||Склад11_п,Склад11||Склад11_о,Б5,26.0
W13,Склад11||Склад11_п,Склад12||Склад12_о,Б5,213.0
