
"Склады отгрузки";Weeks;Cubes
;;вместимость
Склад9||Склад9_о;W43;12711
Склад9||Склад9_о;W44;12796
Склад9||Склад9_о;W45;12464
Склад9||Склад9_о;W46;12639
Склад9||Склад9_о;W47;12614
Склад9||Склад9_о;W48;12582
Склад9||Склад9_о;W49;12488
Склад9||Склад9_о;W50;12018
Склад9||Склад9_о;W51;11602
Склад9||Склад9_о;W52;10911
Склад9||Склад9_о;W53;12980
Склад10||Склад10_о;W1;14500
Склад10||Склад10_о;W2;12885
Склад10||Склад10_о;W3;10021
Склад10||Склад10_о;W4;10347
Склад10||Склад10_о;W5;9226
Склад10||Склад10_о;W6;8395
Склад10||Склад10_о;W7;9176
Склад10||Склад10_о;W8;9235
Склад10||Склад10_о;W9;9698
Склад10||Склад10_о;W10;8224
Склад10||Склад10_о;W11;9247
Склад10||Склад10_о;W12;8663
Склад10||Склад10_о;W13;8014
Склад10||Склад10_о;W14;8848
Склад10||Склад10_о;W15;8782
Склад10||Склад10_о;W16;8761
Склад10||Склад10_о;W17;7781
Склад10||Склад10_о;W18;9011
Склад10||Склад10_о;W19;8943
Склад10||Склад10_о;W20;9832
Склад10||Склад10_о;W21;9947
Склад10||Склад10_о;W22;8299
Склад10||Склад10_о;W23;10185
Склад10||Склад10_о;W24;9373
Склад10||Склад10_о;W25;6189
Склад10||Склад10_о;W26;7635
Склад10||Склад10_о;W27;7254
Склад10||Склад10_о;W28;6138
Склад10||Склад10_о;W29;7469
Склад10||Склад10_о;W30;7375
Склад10||Склад10_о;W31;6535
Склад10||Склад10_о;W32;6823
Склад10||Склад10_о;W33;6130
Склад10||Склад10_о;W34;7108
Склад10||Склад10_о;W35;7591
Склад10||Склад10_о;W36;7715
Склад10||Склад10_о;W37;5181
Склад10||Склад10_о;W38;6891
Склад10||Склад10_о;W39;6253
Склад10||Склад10_о;W40;7614
Склад10||Склад10_о;W41;8107
Склад10||Склад10_о;W42;7007
Склад10||Склад10_о;W43;5194
Склад10||Склад10_о;W44;5799
Склад10||Склад10_о;W45;7087
Склад10||Склад10_о;W46;8126
Склад10||Склад10_о;W47;7936
Склад10||Склад10_о;W48;9367
Склад10||Склад10_о;W49;7213
Склад10||Склад10_о;W50;7888
Склад10||Склад10_о;W51;9709
Склад10||Склад10_о;W52;11759
Склад10||Склад10_о;W53;14486
Склад11||Склад11_о;W1;5200
Склад11||Склад11_о;W2;5200
Склад11||Склад11_о;W3;5200
Склад11||Склад11_о;W4;5200
Склад11||Склад11_о;W5;5200
Склад11||Склад11_о;W6;5200
Склад11||Склад11_о;W7;5200
Склад11||Склад11_о;W8;5200
Склад11||Склад11_о;W9;5200
Склад11||Склад11_о;W10;5200
Склад11||Склад11_о;W11;5200
Склад11||Склад11_о;W12;5200
Склад11||Склад11_о;W13;5122
Склад11||Склад11_о;W14;4803
Склад11||Склад11_о;W15;4577
Склад11||Склад11_о;W16;5044
Склад11||Склад11_о;W17;4496
Склад11||Склад11_о;W18;4584
Склад11||Склад11_о;W19;3785
Склад11||Склад11_о;W20;3181
Склад11||Склад11_о;W21;3554
Склад11||Склад11_о;W22;2721
Склад11||Склад11_о;W23;2700
Склад11||Склад11_о;W24;2866
Склад11||Склад11_о;W25;1959
Склад11||Склад11_о;W26;2205
Склад11||Склад11_о;W27;913
Склад11||Склад11_о;W28;879
Склад11||Склад11_о;W29;1375
Склад11||Склад11_о;W30;1807
Склад11||Склад11_о;W31;2241
Склад11||Склад11_о;W32;2141
Склад11||Склад11_о;W33;2041
Склад11||Склад11_о;W34;1171
Склад11||Склад11_о;W35;799
Склад11||Склад11_о;W36;1007
Склад11||Склад11_о;W37;800
Склад11||Склад11_о;W38;119
Склад11||Склад11_о;W39;0
Склад11||Склад11_о;W40;1624
Склад11||Склад11_о;W41;1425
Склад11||Склад11_о;W42;0
Склад11||Склад11_о;W43;190
Склад11||Склад11_о;W44;23
Склад11||Склад11_о;W45;96.999999999999
Склад11||Склад11_о;W46;0
Склад11||Склад11_о;W47;1264
Склад11||Склад11_о;W48;1423
Склад11||Склад11_о;W49;2396
Склад11||Склад11_о;W50;2200
Склад11||Склад11_о;W51;3639
Склад11||Склад11_о;W52;2735
Склад11||Склад11_о;W53;5174
Склад12||Склад12_о;W1;36000
Склад12||Склад12_о;W2;34758
Склад12||Склад12_о;W3;29659
Склад12||Склад12_о;W4;29532
Склад12||Склад12_о;W5;31780
Склад12||Склад12_о;W6;31962
Склад12||Склад12_о;W7;32930
