
"Склады отгрузки";Weeks;Cubes
;;спрос2
Склад6||Склад6_о;W45;0
Склад6||Склад6_о;W46;0
Склад6||Склад6_о;W47;0
Склад6||Склад6_о;W48;0
Склад6||Склад6_о;W49;0
Склад6||Склад6_о;W50;0
Склад6||Склад6_о;W51;-0
Склад6||Склад6_о;W52;0
Склад6||Склад6_о;W53;0
Склад7||Склад7_о;W1;0
Склад7||Склад7_о;W2;0
Склад7||Склад7_о;W3;440
Склад7||Склад7_о;W4;1148
Склад7||Склад7_о;W5;1795
Склад7||Склад7_о;W6;1407
Склад7||Склад7_о;W7;1042
Склад7||Склад7_о;W8;580
Склад7||Склад7_о;W9;729
Склад7||Склад7_о;W10;0
Склад7||Склад7_о;W11;0
Склад7||Склад7_о;W12;653
Склад7||Склад7_о;W13;267
Склад7||Склад7_о;W14;430
Склад7||Склад7_о;W15;0
Склад7||Склад7_о;W16;86
Склад7||Склад7_о;W17;71
Склад7||Склад7_о;W18;1524
Склад7||Склад7_о;W19;1209
Склад7||Склад7_о;W20;204
Склад7||Склад7_о;W21;548
Склад7||Склад7_о;W22;0
Склад7||Склад7_о;W23;-0
Склад7||Склад7_о;W24;197
Склад7||Склад7_о;W25;567
Склад7||Склад7_о;W26;525
Склад7||Склад7_о;W27;1088
Склад7||Склад7_о;W28;1055
Склад7||Склад7_о;W29;299
Склад7||Склад7_о;W30;97
Склад7||Склад7_о;W31;346
Склад7||Склад7_о;W32;1324
Склад7||Склад7_о;W33;1487
Склад7||Склад7_о;W34;1272
Склад7||Склад7_о;W35;1034
Склад7||Склад7_о;W36;1007
Склад7||Склад7_о;W37;786
Склад7||Склад7_о;W38;1342
Склад7||Склад7_о;W39;1827
Склад7||Склад7_о;W40;643
Склад7||Склад7_о;W41;473
Склад7||Склад7_о;W42;171
Склад7||Склад7_о;W43;425
Склад7||Склад7_о;W44;143
Склад7||Склад7_о;W45;-0
Склад7||Склад7_о;W46;0
Склад7||Склад7_о;W47;-0
Склад7||Склад7_о;W48;0
Склад7||Склад7_о;W49;0
Склад7||Склад7_о;W50;0
Склад7||Склад7_о;W51;0
Склад7||Склад7_о;W52;0
Склад7||Склад7_о;W53;0
Склад8||Склад8_о;W1;0
Склад8||Склад8_о;W2;0
Склад8||Склад8_о;W3;0
Склад8||Склад8_о;W4;0
Склад8||Склад8_о;W5;0
